uv_sync	0
npm_ci	0
studio_tests	0
studio_typecheck	0
studio_build	0
studio_layout	0
workflow_security	1
ruff	0
format	0
mypy	0
import_linter	0
vulture	0
serving_recovery	0
cpu_bc_ppo	0
sequence_linux_repeat	0
full_pytest	1
critical_coverage	1
cli_smoke	0
hosted_cuda	SKIPPED_NO_GPU
